id,doc,chain,sourceLink,token,gapWords,roleType,charCount,tokenCount,gapUnits,kind,endNote,lit,POS_dft,wordWylie,word,tokenOrderFirst,tokenOrderLast,docTokenSeqFirst,docTokenSeqLast,chainCreateSeq,name,trailLayer,chainSize,entityType,layer,unitSeqFirst,unitSeqLast,treeEntry,combinedChunk,TextNoTsheg,TextNoCase,case,yang,ni,possessor,person,id_lower,doc_lower,unitStart,unitEnd,pID,inClique,srtLineStart,srtLineBo,iuEnd,iuStart,srtLineEn,iu,srtLineID,iuText,speaker,srtLineEnd,word_lower,wordWylie_lower,docTokenSeqFirst_lower,docTokenSeqLast_lower,reflexive,pronType,definite,identifiable,semrole,lexicality,referential,unitLastWord,treeParent,verbID,verbWord,lemma,suffix,force,evidMod,TA,subord,verbTokenSeqFirst,noPrevMentions,noPrevZero,noNextMentions,noNextZero,allPrevMentions,allPrevZero,allNextMentions,allNextZero,noPrevMentionsFar,noPrevZeroFar,noNextMentionsFar,noNextZeroFar,bridge,haveBridges,local,argOrder,noArgs,argBack,justFirst,justLast,interrog,argType,topic,animate,self,addressee,length,pronom,argTypeNew
370DBAF338661,virginia-library-20766,325EE37176492,231C6389A2990,3558083145F65,18,LVP,10,2,4,,,,,kha shas  shig ,ཁ་ཤས་ ཤིག་,1,2,591,592,83,bod skad nang bris pa'i rgyal rabs kyi deb,NA,4,thing,refexpr,123,123,37AE9F496C59E,,ཁ་ཤས་ ཤིག,ཁ་ཤས་ཤིག,NA,,,FALSE,3,12FA31857E9C0,virginia-library-20766,131.9144834840754,133.3790514810755,NA,NA,121.467,དེ་འདྲས་འདྲ་པོ་ཨང་ཁ་ཤས་ཤིག་ང་ཨང་མཁོ་སྒྲུབ་ཞུ་གི་ཡོད། ,133.3790514810755,131.9144834840754,"I also need books published in India. Besides those, if you have any history books written by westerners, I also need a few of them.",123,45,ཁ་ཤས་ཤིག་ང་ཨང་,སློབ་ཕྲུག་,134.166,ཁ་ཤས་ ཤིག་ ང་ ཨང་,kha shas  shig  nga  ang ,591,594,N,nonPron,i,1,NA,l,R,ཁ་ཤས་ ཤིག་ ང་ ཨང་,12C84D89A3B8,1E33C144CFADF,ཞུ་ གི་ ཡོད,ཞུ,གི་ ཡོད,Ind,Ego,Pres,NA,596,1.3862943611198906,0.6931471805599453,0,0.6931471805599453,3,1,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,P,NA,0,0,0,1.3862943611198906,0,P
233CAD1C34F49,virginia-library-20766,1C86F27356586,E9891FDACD46,37802B215E029,66,LVA,2,1,11,,,,,nga ,ང་,3,3,593,593,1,slob phrug,NA,21,person,refexpr,123,123,8F4CC67F02A0,,ང,ང,NA,,,FALSE,1,12FA31857E9C0,virginia-library-20766,131.9144834840754,133.3790514810755,NA,NA,121.467,དེ་འདྲས་འདྲ་པོ་ཨང་ཁ་ཤས་ཤིག་ང་ཨང་མཁོ་སྒྲུབ་ཞུ་གི་ཡོད། ,133.3790514810755,131.9144834840754,"I also need books published in India. Besides those, if you have any history books written by westerners, I also need a few of them.",123,45,ཁ་ཤས་ཤིག་ང་ཨང་,སློབ་ཕྲུག་,134.166,ཁ་ཤས་ ཤིག་ ང་ ཨང་,kha shas  shig  nga  ang ,591,594,N,pers,d,2,agent,p,R,ཁ་ཤས་ ཤིག་ ང་ ཨང་,12C84D89A3B8,1E33C144CFADF,ཞུ་ གི་ ཡོད,ཞུ,གི་ ཡོད,Ind,Ego,Pres,NA,596,0,0,0,0,8,8,2,8,2.1972245773362196,8,1.0986122886681098,8,0,0,1,2,2,1,0,0,0,A,NA,1,1,0,0.6931471805599453,1,Base
242226730EC91,virginia-library-20766,165E8123DA835,13F7F2F6D760B,34D1B6CB7FF0E,22,OBL,15,3,5,,,,,'og khang  'di  la ,འོག་ཁང་ འདི་ ལ་,3,5,909,911,112,'og thog,NA,3,location,refexpr,198,198,1E34C6B20E642,,འོག་ཁང་ འདི་ ལ,འོག་ཁང་འདི,ལ,,,FALSE,3,2A4B1349143AE,virginia-library-20766,206.90534931233205,208.04950155535698,NA,NA,205.067,ཨ་ནི་ང་ལ་ཁ་ཤས་ཤིག་གཡར་དགོས་ཀྱི་འདུགབྱས་ཙང་འོག་ཁང་འདི་ལ་ཡ་གཅིག་ཁྱེད་རང་ཕེབས་ཡག་ཐུབ་ཀྱི་ཡོད་དམ། ,208.04950155535698,206.90534931233205,I need to borrow some books. Can you please come with me to the basement?,198,64,བྱས་ཙང་འོག་ཁང་འདི་ལ་ཡ་,སློབ་ཕྲུག་,210.366,བྱས་ ཙང་ འོག་ཁང་ འདི་ ལ་ ཡ་,byas  tsang  'og khang  'di  la  ya ,907,912,N,nonPron,d,2,location/goal,l,R,བྱས་ ཙང་ འོག་ཁང་ འདི་ ལ་ ཡ་,156EFC83E2117,1CB3F43EB9C0A,ཕེབས་ ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ,ཕེབས,ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ,Q,Ego,Pres,NA,915,0.6931471805599453,0,0,0,1,0,1,0,0,0,0.6931471805599453,0,0,0,0,1,2,2,0,0.6931471805599453,0,E,NA,0,0,0,1.6094379124341003,0,E
A3B2B889AA38,virginia-library-20766,E6AA1E19F58C,15210B4CA5636,36391B92B851E,16,S,8,1,3,,,,,khyed rang ,ཁྱེད་རང་,1,1,914,914,2,dpe mdzod do dam pa,NA,8,person,refexpr,200,200,1D4FF2CE68450,,ཁྱེད་རང,ཁྱེད་རང,NA,,,FALSE,2,2BA0C2E50F900,virginia-library-20766,209.30055787025782,210.450165007688,NA,NA,205.067,ཨ་ནི་ང་ལ་ཁ་ཤས་ཤིག་གཡར་དགོས་ཀྱི་འདུགབྱས་ཙང་འོག་ཁང་འདི་ལ་ཡ་གཅིག་ཁྱེད་རང་ཕེབས་ཡག་ཐུབ་ཀྱི་ཡོད་དམ། ,210.450165007688,209.30055787025782,I need to borrow some books. Can you please come with me to the basement?,200,64,ཁྱེད་རང་ཕེབས་ཡག་ཐུབ་ཀྱི་ཡོད་དམ། ,སློབ་ཕྲུག་,210.366,ཁྱེད་རང་ ཕེབས་ ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ །,khyed rang  phebs  ya thub  kyi  yod  dam /,914,921,N,pers,d,2,agent,p,R,ཁྱེད་རང་ ཕེབས་ ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ །,156EFC83E2117,1CB3F43EB9C0A,ཕེབས་ ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ,ཕེབས,ཡ་ ཐུབ་ ཀྱི་ ཡོད་ དམ,Q,Ego,Pres,NA,915,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,3,3,1,3,1.3862943611198906,2,0,2,0,0,1,2,2,1,0,0,0,S,NA,1,0,1,1.0986122886681098,1,Base
231BDE49D4B07,three-chupa-8346,1E177892CF92C,,2E1333BB156B8,N/A,EXIST,4,1,N/A,,,,,dngul,དངུལ,2,2,1243,1243,136,dngul (on sgrol dkar currently),NA,1,thing,refexpr,284,284,192DFD86ECDE4,,དངུལ,དངུལ,NA,,,FALSE,3,CF441D36AB14,three-chupa-8346,359.060022675737,360.55052154195016,NA,NA,356.867,དངུལད་ལྟ་འདིརཞེ་དྲག་མེད། ,360.55052154195016,359.060022675737,,284,89,དངུལད་ལྟ་འདིརཞེ་དྲག་མེད། ,སྒྲོལ་དཀར་,360.433,<0> དངུལ ད་ལྟ་ འདི ར ཞེ་དྲག་ མེད །, dngul da lta  'di ra zhe drag  med /,1242,1249,N,nonPron,na,1,none,l,R,<0> དངུལ ད་ལྟ་ འདི ར ཞེ་དྲག་ མེད །,4A3B06568C18,26D84D16131D9,མེད,མེད,,Ind,Ego,Neutral,NA,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,EXIST,1,0,0,0,0,0,EXIST
35E071A51C88B,three-chupa-8346,19E439F1E1DAA,2BD46FAA4D3B,D9D6CE2D908B,211,COPLOC,5,2,49,,,,,'di ra,འདི ར,4,5,1245,1246,26,tshong khang 'di,,5,location,refexpr,284,284,1F7DABE403B48,,འདི ར,འདི,ར,,,FALSE,3,CF441D36AB14,three-chupa-8346,359.060022675737,360.55052154195016,NA,NA,356.867,དངུལད་ལྟ་འདིརཞེ་དྲག་མེད། ,360.55052154195016,359.060022675737,,284,89,དངུལད་ལྟ་འདིརཞེ་དྲག་མེད། ,སྒྲོལ་དཀར་,360.433,<0> དངུལ ད་ལྟ་ འདི ར ཞེ་དྲག་ མེད །, dngul da lta  'di ra zhe drag  med /,1242,1249,N,dem,d,2,location/goal,p,R,<0> དངུལ ད་ལྟ་ འདི ར ཞེ་དྲག་ མེད །,4A3B06568C18,26D84D16131D9,མེད,མེད,,Ind,Ego,Neutral,NA,1248,0,0,0,0,1,2,0,2,0.6931471805599453,2,0,2,0,0,1,2,2,1,0,0,0,COPLOC,0,0,0,0,0.6931471805599453,1,Base
1AA5FB2ED39D6,three-counsel-8176,3B084D6B8761,,2DBB9FA5551F2,N/A,EXIST,16,4,N/A,,,,,nga 'i  deb  gcig ,ང འི་ དེབ་ གཅིག་,1,4,444,447,50,pa lags kyi deb,NA,4,thing,refexpr,99,99,B117B524E88C,,ང འི་ དེབ་ གཅིག,ངའི་དེབ་གཅིག,NA,,,FALSE,3,17E202D068AB2,three-counsel-8176,104.08769779254915,105.4621119852852,NA,NA,100.2,འོ་འོ། ལྟོས་ཨང་། ངའི་དེབ་གཅིག་སྦུག་ཏུ་ཡོད་བསམ་བྱུང་། དེབ་དེ། ,105.4621119852852,104.08769779254915,Okay. I misplaced a book. I think it is inside.,101,38,ངའི་དེབ་གཅིག་སྦུག་ཏུ་ཡོད་བསམ་བྱུང་། ,པ་ལགས་,106.467,ང འི་ དེབ་ གཅིག་ སྦུག་ ཏུ་ ཡོད་ <0> བསམ་ བྱུང་ །,nga 'i  deb  gcig  sbug  tu  yod   bsam  byung  /,444,454,N,nonPron,i,1,none,l,R,ང འི་ དེབ་ གཅིག་ སྦུག་ ཏུ་ ཡོད་ <0> བསམ་ བྱུང་ །,29376B5959261,7CEDFB27DCA8,ཡོད་,ཡོད,,Ind,Ego,Neutral,NA,450,0,0,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,EXIST,1,0,0,0,1.6094379124341003,0,EXIST
182D2EC61DF3,three-counsel-8176,55492627B20D,,25C46D96A13CB,N/A,COPLOC,9,2,N/A,,,,,sbug  tu ,སྦུག་ ཏུ་,5,6,448,449,51,sbug la,NA,3,location,refexpr,99,99,13BB678F95789,,སྦུག་ ཏུ,སྦུག,ཏུ,,,FALSE,3,17E202D068AB2,three-counsel-8176,104.08769779254915,105.4621119852852,NA,NA,100.2,འོ་འོ། ལྟོས་ཨང་། ངའི་དེབ་གཅིག་སྦུག་ཏུ་ཡོད་བསམ་བྱུང་། དེབ་དེ། ,105.4621119852852,104.08769779254915,Okay. I misplaced a book. I think it is inside.,101,38,ངའི་དེབ་གཅིག་སྦུག་ཏུ་ཡོད་བསམ་བྱུང་། ,པ་ལགས་,106.467,ང འི་ དེབ་ གཅིག་ སྦུག་ ཏུ་ ཡོད་ <0> བསམ་ བྱུང་ །,nga 'i  deb  gcig  sbug  tu  yod   bsam  byung  /,444,454,N,nonPron,na,2,location/goal,l,R,ང འི་ དེབ་ གཅིག་ སྦུག་ ཏུ་ ཡོད་ <0> བསམ་ བྱུང་ །,29376B5959261,7CEDFB27DCA8,ཡོད་,ཡོད,,Ind,Ego,Neutral,NA,450,0,0,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,COPLOC,0,0,0,0,1.0986122886681098,0,Base
eev1vXLkApF,lhasa-interview-2561,fgWHcMhe2YI,,PhkNwuwv16i,N/A,EXIST,28,6,N/A,,,,,rang  gi  pa lags  dang  a ma  lags ,རང་ གི་ པ་ལགས་ དང་ ཨ་མ་ ལགས་,1,6,653,658,62,mig dmar gyi pa lags dang a ma lags,NA,3,person,refexpr,132,132,hd5tTrZ7m7W,,རང་ གི་ པ་ལགས་ དང་ ཨ་མ་ ལགས,རང་གི་པ་ལགས་དང་ཨ་མ་ལགས,NA,,,FALSE,3,GqcMgkRDPOW,lhasa-interview-2561,149.8976090656984,150.82894033681683,NA,NA,148.84,རང་གི་པ་ལགས་དང་ཨ་མ་ལགས་གཉིས་ཀ་ལྷོ་ཁར་ཡོད་རེད། ལྷ་སར་ཡོད་རེད་པས། ,150.82894033681683,149.8976090656984,Migmar? Are your father and mother both in Lhasa or in Lhoka?,132,59,རང་གི་པ་ལགས་དང་ཨ་མ་ལགས་,ལོ་བསྡན,152.168,རང་ གི་ པ་ལགས་ དང་ ཨ་མ་ ལགས་,rang  gi  pa lags  dang  a ma  lags ,653,658,N,nonPron,na,2,none,l,R,རང་ གི་ པ་ལགས་ དང་ ཨ་མ་ ལགས་,0yk0W7ibxPi,mabIg3xYLRi,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,EXIST,1,1,0,0,2.1972245773362196,0,EXIST
3NZdHAsDXFG,lhasa-interview-2561,C3NgIBT1jgC,Q10PJzvE3Yc,DkLm9vsZSaU,300,COPLOC,8,2,63,,,,,lho kha ra ,ལྷོ་ཁ ར་,2,3,660,661,41,lho kha (pha yul),NA,5,location,refexpr,133,133,bri74YUrMGd,,ལྷོ་ཁ ར,ལྷོ་ཁ,ར,,,FALSE,3,cxihUGSgzKv,lhasa-interview-2561,151.0889873800512,151.92274534128802,NA,NA,148.84,རང་གི་པ་ལགས་དང་ཨ་མ་ལགས་གཉིས་ཀ་ལྷོ་ཁར་ཡོད་རེད། ལྷ་སར་ཡོད་རེད་པས། ,151.92274534128802,151.0889873800512,Migmar? Are your father and mother both in Lhasa or in Lhoka?,133,59,གཉིས་ཀ་ལྷོ་ཁར་ཡོད་རེད། ,ལོ་བསྡན,152.168,གཉིས་ཀ་ ལྷོ་ཁ ར་ ཡོད་ རེད །,gnyis ka  lho kha ra  yod  red /,659,664,N,nonPron,na,2,location/goal,l,R,གཉིས་ཀ་ ལྷོ་ཁ ར་ ཡོད་ རེད །,0yk0W7ibxPi,mabIg3xYLRi,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,662,0,0,0.6931471805599453,0,3,0,1,0,1.3862943611198906,0,0,0,0,0,0,2,2,1,0,0,0,COPLOC,0,0,0,0,1.3862943611198906,0,Base
Q44edH1eR5Y,three-wrap-8561,o9vJt1gD3Mi,,odFZiRPLEgz,N/A,EXIST,11,1,N/A,,,,,btsugs phrug ,བཙུགས་ཕྲུག་,1,1,250,250,22,btsugs phrug (specific ones in main shop),NA,1,thing,refexpr,50,50,EFKOQkNW633,,བཙུགས་ཕྲུག,བཙུགས་ཕྲུག,NA,,,FALSE,3,VYsJjdUK7A1,three-wrap-8561,42.50195011337868,43.11665556689356,NA,NA,42.233,བཙུགས་ཕྲུག་འདིར། འོ་ཛི། ,43.11665556689356,42.50195011337868,"It's here, come here.",50,25,བཙུགས་ཕྲུག་འདར། ,ཟླ་སྒྲོན་,44.033,བཙུགས་ཕྲུག་ འདི ར <0> །,btsugs phrug  'dir 'dir  /,250,254,N,nonPron,na,2,none,l,R,བཙུགས་ཕྲུག་ འདི ར <0> །,aow1iLnneZ3,JVRb7LRLGGU,<0>,<0>,,Ind,None,Neutral,NA,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,EXIST,1,0,0,0,1.0986122886681098,0,EXIST
J7QCH6oLCLE,three-wrap-8561,bn9VY4js7Dk,RQSOk8Kwfdq,hfBL4Fo90Iw,6,COPLOC,5,2,2,,,,,'dir 'dir,འདི ར,2,3,251,252,39,btsugs phrug nyo sa (main),NA,5,location,refexpr,50,50,EC00fBxhts7,,འདི ར,འདི,ར,,,FALSE,3,VYsJjdUK7A1,three-wrap-8561,42.50195011337868,43.11665556689356,NA,NA,42.233,བཙུགས་ཕྲུག་འདིར། འོ་ཛི། ,43.11665556689356,42.50195011337868,"It's here, come here.",50,25,བཙུགས་ཕྲུག་འདར། ,ཟླ་སྒྲོན་,44.033,བཙུགས་ཕྲུག་ འདི ར <0> །,btsugs phrug  'dir 'dir  /,250,254,N,dem,d,2,location/goal,p,R,བཙུགས་ཕྲུག་ འདི ར <0> །,aow1iLnneZ3,JVRb7LRLGGU,<0>,<0>,,Ind,None,Neutral,NA,253,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,3,1,0,1,1.0986122886681098,0,0,0,0,0,1,2,2,1,0,0,0,COPLOC,0,0,0,0,0.6931471805599453,1,Base
l0wnPAMEEiq,three-upset-2535,wuqmUdZBORR,CRTk7p1EEim,P5VHfffqerp,273,OBL,14,3,56,,,,,mkhris pa  de ra ,མཁྲིས་པ་ དེ ར་,1,3,495,497,13,mkhris pa,refexpr,14,thing,refexpr,103,103,51lYqi4mILs,,མཁྲིས་པ་ དེ ར,མཁྲིས་པ་དེ,ར,,,FALSE,3,7iAOjFVpnoa,three-upset-2535,98.922,100.299,NA,NA,,,100.299,98.922,,103,,མཁྲིས་པ་དེར་སྒོང་ང་དེ་གནོད་པོ་ཞེ་པོ་ཅིག་འདུག་ག,རྒན་ལགས་,,མཁྲིས་པ་ དེ ར་ སྒོང་ང་ དེ་ གནོད་པོ་ ཞེ་པོ་ ཅིག་ འདུག་ ག,mkhris pa  de ra  sgong  de  gnod po  zhe po  cig  'dug  ga,495,504,N,nonPron,d,2,NA,l,R,མཁྲིས་པ་ དེ ར་ སྒོང་ང་ དེ་ གནོད་པོ་ ཞེ་པོ་ ཅིག་ འདུག་ ག,cjLrvu9EkTL,Vj3TW8P0khm,འདུག་ ག,འདུག,ག,Ind,Sens,Neutral,NA,503,0,0,0,0,6,0,6,0,1.9459101490553132,0,1.9459101490553132,0,0,0,0,1,2,2,0,0,0,E,0,0,0,0,1.6094379124341003,0,E
mBB2cerY1RD,three-upset-2535,vdMsuvlyAPN,d3V59dAlDTz,7kL11A9N50o,28,A,11,2,6,,,,,sgong  de ,སྒོང་ང་ དེ་,4,5,498,499,35,sgong nga,refexpr,4,thing,refexpr,103,103,rtMGR3uOf4p,,སྒོང་ང་ དེ,སྒོང་ང་དེ,NA,,,FALSE,3,7iAOjFVpnoa,three-upset-2535,98.922,100.299,NA,NA,,,100.299,98.922,,103,,མཁྲིས་པ་དེར་སྒོང་ང་དེ་གནོད་པོ་ཞེ་པོ་ཅིག་འདུག་ག,རྒན་ལགས་,,མཁྲིས་པ་ དེ ར་ སྒོང་ང་ དེ་ གནོད་པོ་ ཞེ་པོ་ ཅིག་ འདུག་ ག,mkhris pa  de ra  sgong  de  gnod po  zhe po  cig  'dug  ga,495,504,N,nonPron,d,2,agent,l,R,མཁྲིས་པ་ དེ ར་ སྒོང་ང་ དེ་ གནོད་པོ་ ཞེ་པོ་ ཅིག་ འདུག་ ག,cjLrvu9EkTL,Vj3TW8P0khm,འདུག་ ག,འདུག,ག,Ind,Sens,Neutral,NA,503,1.0986122886681098,0,0.6931471805599453,0,2,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,A,0,0,0,0,1.0986122886681098,0,Base
b6UynfbbBsX,island-sangdadorje-8501,60Tg85xMd8G,,hYgGsqgASE9,15,P,7,1,2,,,,,phyags ma ,ཕྱགས་མ་,3,3,385,385,36,phyags ma,NA,3,thing,refexpr,75,75,ocguI8feadO,,ཕྱགས་མ,ཕྱགས་མ,NA,,,FALSE,3,xpSu6z8JA5I,island-sangdadorje-8501,104.115,104.98,NA,NA,103.933,འོ་ལྟ་ཕྱག་མ་འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་འདི་འདྲས་སེ་ཚུར་ཡོང་ཡག་ཞེ་དྲག་ཡོག་རེད། _འདི་འདྲ་ཡིན་དུས་ཙམ་ལ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་གི་མིང་དེ་གཏན་གཏན་རྩ་འཇག་མ་མང་པོ་སྐྱེས་ལ་བརྟེན་ནས་སྔ་མོ་ཐོབ་དེ་འདྲས་ཡིན་པ་འདྲ། ,104.98,104.115,"Many of the brooms were then made from stalks of the thick grass collected from there. For that very reason, most likely it got the name as Jakma Lingkha a long time ago.",75,9.0,འོ་ལྟ་ཕྱགས་མ་,རྒན་ལགས་,119.5,འོ་ ལྟ་ ཕྱགས་མ་,'o  lta  phyags ma ,383,385,N,nonPron,na,1,theme,l,R,འོ་ ལྟ་ ཕྱགས་མ་,wSHYEOT0xO4,Mnx9d5co3cQ,རྙེད་ བྱས་,རྙེད,བྱས,Ind,None,Neutral,Conv,389,0.6931471805599453,0,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,P,1,0,0,0,1.0986122886681098,0,P
jl7mmyUw3Sb,island-sangdadorje-8501,fayhYD1EbrB,OMG7OGAvIKZ,2J82yeznnUC,31,OBL,18,3,6,,,,,'jag ma  gling kha  nas ,འཇག་མ་ གླིང་ཁ་ ནས་,1,3,386,388,137,'jag ma gling ka,NA,70,abstract,refexpr,76,76,zGbQWG8GFEC,,འཇག་མ་ གླིང་ཁ་ ནས,འཇག་མ་གླིང་ཁ,ནས,,,FALSE,3,HwFFMQI9gVa,island-sangdadorje-8501,104.982,106.912,NA,NA,103.933,འོ་ལྟ་ཕྱག་མ་འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་འདི་འདྲས་སེ་ཚུར་ཡོང་ཡག་ཞེ་དྲག་ཡོག་རེད། _འདི་འདྲ་ཡིན་དུས་ཙམ་ལ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་གི་མིང་དེ་གཏན་གཏན་རྩ་འཇག་མ་མང་པོ་སྐྱེས་ལ་བརྟེན་ནས་སྔ་མོ་ཐོབ་དེ་འདྲས་ཡིན་པ་འདྲ། ,106.912,104.982,"Many of the brooms were then made from stalks of the thick grass collected from there. For that very reason, most likely it got the name as Jakma Lingkha a long time ago.",76,9.0,འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་,རྒན་ལགས་,119.5,འཇག་མ་ གླིང་ཁ་ ནས་ རྙེད་ བྱས་ ཕྱགས་མ་,'jag ma  gling kha  nas  rnyed  byas  phyags ma ,386,391,N,nonPron,na,2,source,l,R,འཇག་མ་ གླིང་ཁ་ ནས་ རྙེད་ བྱས་ ཕྱགས་མ་,wSHYEOT0xO4,Mnx9d5co3cQ,རྙེད་ བྱས་,རྙེད,བྱས,Ind,None,Neutral,Conv,389,0.6931471805599453,0,0,0,6,3,28,3,1.791759469228055,3,3.367295829986474,3,0,0,0,2,2,1,0,0,0,E,0,0,0,0,1.791759469228055,0,E
5lCanxbZbHE,island-sangdadorje-8501,KITNuyx8n9d,EOGRY5KNG7X,lM5ziJG1lzu,8,P,26,5,1,,,,,rkun ma  bsdad  sa  red  zhes ,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས་,1,5,576,580,46,gling kha'i nang la rkun ma yod red,NA,8,event,refexpr,111,111,h08iTZcMyFO,,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས,རྐུན་མ་བསྡད་ས་རེད་ཞེས,NA,,,FALSE,3,6lAeuIjsiBE,island-sangdadorje-8501,154.976,156.639,NA,NA,151.4,ཡིན་ནའི་རྐུན་མ་གླིང་ཁའི་ནང་རྐུན་མ་ཡོད་རེད་ཞེས་ང་རས་གོ་མྱོང་། _བྱས་ཙང་དེ་ལྷ་ས་བས་ཞུ་གུར་རྐུན་མ་གླིང་ཁ་ཞེས་མིང་བཏགས་ཡག་དེ་དེ་འདྲས་ཤིག་ཡིན་པ་འདྲ། ,156.639,154.976,"Some thieves were there in the park. I had heard about them before. So for that reason, it seems that people in Lhasa named it as Robber's Park.",111,12.0,རྐུན་མ་བསྡད་ས་རེད་ཞེས་ངས་གོ་མྱོང་། ,རྒན་ལགས་,163.033,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས་ ང ས་ གོ་ མྱོང་ །,rkun ma  bsdad  sa  red  zhes  nga sa  go  myong  /,576,585,N,nonPron,na,1,theme,l,R,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས་ ང ས་ གོ་ མྱོང་ །,9O9eau3qAZX,wUs8H0eXIV9,གོ་ མྱོང་,གོ,མྱོང,Ind,None,Neutral,NA,583,1.9459101490553132,0,0,0,8,0,0,0,1.0986122886681098,0,0,0,0,0,0,1,2,2,0.6931471805599453,0,0,P,1,0,0,0,1.9459101490553132,0,P
aYuJL1GCij8,island-sangdadorje-8501,S5LtQXgwqOX,gj22szGSM5q,9nE4YHIAzT8,10,A,4,2,1,,,,,nga sa ,ང ས་,6,7,581,582,5,rgan lags,NA,61,person,refexpr,111,111,n7hu8Dztu9P,,ང ས,ང,ས,,,FALSE,1,6lAeuIjsiBE,island-sangdadorje-8501,154.976,156.639,NA,NA,151.4,ཡིན་ནའི་རྐུན་མ་གླིང་ཁའི་ནང་རྐུན་མ་ཡོད་རེད་ཞེས་ང་རས་གོ་མྱོང་། _བྱས་ཙང་དེ་ལྷ་ས་བས་ཞུ་གུར་རྐུན་མ་གླིང་ཁ་ཞེས་མིང་བཏགས་ཡག་དེ་དེ་འདྲས་ཤིག་ཡིན་པ་འདྲ། ,156.639,154.976,"Some thieves were there in the park. I had heard about them before. So for that reason, it seems that people in Lhasa named it as Robber's Park.",111,12.0,རྐུན་མ་བསྡད་ས་རེད་ཞེས་ངས་གོ་མྱོང་། ,རྒན་ལགས་,163.033,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས་ ང ས་ གོ་ མྱོང་ །,rkun ma  bsdad  sa  red  zhes  nga sa  go  myong  /,576,585,N,pers,d,2,agent,p,R,རྐུན་མ་ བསྡད་ ས་ རེད་ ཞེས་ ང ས་ གོ་ མྱོང་ །,9O9eau3qAZX,wUs8H0eXIV9,གོ་ མྱོང་,གོ,མྱོང,Ind,None,Neutral,NA,583,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,5,7,21,7,1.6094379124341003,6,3.044522437723423,6,0,0,1,2,2,1,0,0.6931471805599453,0,A,0,1,1,0,1.0986122886681098,1,Base
