id,doc,chain,sourceLink,token,gapWords,roleType,charCount,tokenCount,gapUnits,kind,endNote,lit,POS_dft,wordWylie,word,tokenOrderFirst,tokenOrderLast,docTokenSeqFirst,docTokenSeqLast,chainCreateSeq,name,trailLayer,chainSize,entityType,layer,unitSeqFirst,unitSeqLast,treeEntry,combinedChunk,TextNoTsheg,TextNoCase,case,yang,ni,possessor,person,id_lower,doc_lower,unitStart,unitEnd,pID,inClique,srtLineStart,srtLineBo,iuEnd,iuStart,srtLineEn,iu,srtLineID,iuText,speaker,srtLineEnd,word_lower,wordWylie_lower,docTokenSeqFirst_lower,docTokenSeqLast_lower,reflexive,pronType,definite,identifiable,semrole,lexicality,referential,unitLastWord,treeParent,verbID,verbWord,lemma,suffix,force,evidMod,TA,subord,verbTokenSeqFirst,noPrevMentions,noPrevZero,noNextMentions,noNextZero,allPrevMentions,allPrevZero,allNextMentions,allNextZero,noPrevMentionsFar,noPrevZeroFar,noNextMentionsFar,noNextZeroFar,bridge,haveBridges,local,argOrder,noArgs,argBack,justFirst,justLast,interrog,argType,topic,animate,self,addressee,length,pronom,containsVerb,argTypeNew
21070DA6332AD,virginia-neighbour-2565,29056F25EF32E,,1F5D6D9AAD047,N/A,COPLOC,13,2,N/A,,,,,bar bskor  nang ,བར་བསྐོར་ ནང་,1,2,370,371,43,bar skor,NA,1,location,refexpr,83,83,74035B58012A,,བར་བསྐོར་ ནང,བར་བསྐོར་ནང,NA,,,FALSE,3,9DB6723672BC,virginia-neighbour-2565,78.57230284437756,79.88181681700569,NA,NA,75.825,བར་བསྐོར་ནང་འགྲོ་ས་གཅིག་མེད་པས། ,79.88181681700569,78.57230284437756,Isn't there a path in the Barkor from Kyiray Hotel?,83,32,བར་བསྐོར་ནང་འགྲོ་ས་གཅིག་མེད་པས། ,བསོད་ནམས་ལགས་,79.756,བར་བསྐོར་ ནང་ འགྲོ་ས་ གཅིག་ མེད་ པས །,bar bskor  nang  'gro sa  gcig  med  pas /,370,376,N,nonPron,na,2,location/goal,l,R,བར་བསྐོར་ ནང་ འགྲོ་ས་ གཅིག་ མེད་ པས །,13D9C14B283E9,B6F8387AD834,མེད་ པས,མེད,པས,Q,Ego,Neutral,NA,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,COPLOC,1,0,0,0,1.3862943611198906,0,FALSE,Base
FF50BA438FA4,virginia-neighbour-2565,244F2ECBF34C7,,14CF4A904ECC0,N/A,EXIST,13,2,N/A,,,,,'gro sa  gcig ,འགྲོ་ས་ གཅིག་,3,4,372,373,44,srang lam,NA,3,location,refexpr,83,83,3139D41E71777,,འགྲོ་ས་ གཅིག,འགྲོ་ས་གཅིག,NA,,,FALSE,3,9DB6723672BC,virginia-neighbour-2565,78.57230284437756,79.88181681700569,NA,NA,75.825,བར་བསྐོར་ནང་འགྲོ་ས་གཅིག་མེད་པས། ,79.88181681700569,78.57230284437756,Isn't there a path in the Barkor from Kyiray Hotel?,83,32,བར་བསྐོར་ནང་འགྲོ་ས་གཅིག་མེད་པས། ,བསོད་ནམས་ལགས་,79.756,བར་བསྐོར་ ནང་ འགྲོ་ས་ གཅིག་ མེད་ པས །,bar bskor  nang  'gro sa  gcig  med  pas /,370,376,N,nonPron,i,1,none,l,R,བར་བསྐོར་ ནང་ འགྲོ་ས་ གཅིག་ མེད་ པས །,13D9C14B283E9,B6F8387AD834,མེད་ པས,མེད,པས,Q,Ego,Neutral,NA,374,0,0,1.0986122886681098,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,EXIST,0,0,0,0,1.3862943611198906,0,FALSE,EXIST
27048055986E,virginia-neighbour-2565,305BDAE16B39C,118FE7269F7E4,1A52C7A51C3F1,9,COPS,6,1,2,,,,,ar khang ,ཨར་ཁང་,1,1,452,452,49,ar khang,NA,3,location,refexpr,103,103,33C6E4AB85B8F,,ཨར་ཁང,ཨར་ཁང,NA,,,FALSE,3,10FD558141392,virginia-neighbour-2565,96.71875118113795,98.37755102040816,NA,NA,96.196,འོང་རེདཔ། ཨར་ཁང་ང་ཚོའི་རྨོ་བོ་ལགས་ཁོ་ཚོ་བཞུགས་ས་དེ་རེད་པཱ། ,98.37755102040816,96.71875118113795,,103,39,ཨར་ཁང་ང་ཚོའི་རྨོ་བོ་ལགས་ཁོ་ཚོ་བཞུགས་ས་དེ་རེད་པཱ། ,དབྱངས་སྐྱིད་ལགས་,98.596,ཨར་ཁང་ ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ་ རེད་ པ་ །,ar khang  nga  tsho 'i  rmo bo  lags  kho  tsho  bzhugs  sa  de  red  pa /,452,465,N,nonPron,na,2,theme,l,R,ཨར་ཁང་ ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ་ རེད་ པ་ །,8A31474396DD,238B8E9A232E1,རེད་ པ་,NA,NA,Ind,Ind,Neutral,NA,463,0.6931471805599453,0,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,COPS,1,0,0,0,1.0986122886681098,0,FALSE,Base
2C1C2F6C628A,virginia-neighbour-2565,36EC57687C08C,,A05376A2FFA2,N/A,PRED,44,10,N/A,,,,,nga  tsho 'i  rmo bo  lags  kho  tsho  bzhugs  sa  de ,ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ་,2,11,453,462,51,rmo lags bzhugs sa,NA,1,location,refexpr,103,103,2DC2CEE642795,,ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ,ང་ཚོའི་རྨོ་བོ་ལགས་ཁོ་ཚོ་བཞུགས་ས་དེ,NA,,,FALSE,3,10FD558141392,virginia-neighbour-2565,96.71875118113795,98.37755102040816,NA,NA,96.196,འོང་རེདཔ། ཨར་ཁང་ང་ཚོའི་རྨོ་བོ་ལགས་ཁོ་ཚོ་བཞུགས་ས་དེ་རེད་པཱ། ,98.37755102040816,96.71875118113795,,103,39,ཨར་ཁང་ང་ཚོའི་རྨོ་བོ་ལགས་ཁོ་ཚོ་བཞུགས་ས་དེ་རེད་པཱ། ,དབྱངས་སྐྱིད་ལགས་,98.596,ཨར་ཁང་ ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ་ རེད་ པ་ །,ar khang  nga  tsho 'i  rmo bo  lags  kho  tsho  bzhugs  sa  de  red  pa /,452,465,N,nonPron,d,2,none,l,R,ཨར་ཁང་ ང་ ཚོ འི་ རྨོ་བོ་ ལགས་ ཁོ་ ཚོ་ བཞུགས་ ས་ དེ་ རེད་ པ་ །,8A31474396DD,238B8E9A232E1,རེད་ པ་,NA,NA,Ind,Ind,Neutral,NA,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,PRED,0,0,0,0,2.4849066497880004,0,TRUE,PRED
C1FBECDE0F5,virginia-neighbour-2565,187A048A3D998,636CFF0C9AF,2E22F1B1C4D5B,286,COPLOC,15,2,67,,,,,mo rang  kun dga' ,མོ་རང་ ཀུན་དགའ་,2,3,536,537,7,bkun dga',NA,21,person,refexpr,121,121,4CEBDEAD6C95,,མོ་རང་ ཀུན་དགའ,མོ་རང་ཀུན་དགའ,NA,,,FALSE,3,11019840CA131,virginia-neighbour-2565,113.12419441615425,114.24900706160152,NA,NA,111.18,མོ་རང་ཀུན་དགའ་ག་པར་ཡོད་རེད་ཟེར་ན། ,114.24900706160152,113.12419441615425,,121,46,མོ་རང་ཀུན་དགའ་ག་པར་ཡོད་རེད་ཟེར་ན། ,བསོད་ནམས་ལགས་,114.005,<0> མོ་རང་ ཀུན་དགའ་ ག་པ ར་ ཡོད་ རེད་ ཟེར་ པ་ །, mo rang  kun dga'  ga pa ra  yod  red  zer  na /,535,544,N,nonPron,d,2,possessor,l,R,<0> མོ་རང་ ཀུན་དགའ་ ག་པ ར་ ཡོད་ རེད་ ཟེར་ པ་ །,1A5A64216C4A6,2F3ED3BF86736,ཡོད་ རེད་,ཡོད,རེད,Q,Ind,Neutral,NA,540,0,0,0,0,9,6,2,6,2.302585092994046,6,1.0986122886681098,6,0,0,0,1,2,2,0,0,0,COPLOC,1,1,0,0,1.6094379124341003,0,FALSE,Base
229C2C4D147BA,virginia-neighbour-2565,2B2FC0B9751B0,,1DECD3226D637,N/A,EXIST,6,2,N/A,,,,,ga pa ra ,ག་པ ར་,4,5,538,539,64,kun dga'i sdod sa,NA,2,location,refexpr,121,121,33F495EC187D9,,ག་པ ར,ག་པ,ར,,,FALSE,3,11019840CA131,virginia-neighbour-2565,113.12419441615425,114.24900706160152,NA,NA,111.18,མོ་རང་ཀུན་དགའ་ག་པར་ཡོད་རེད་ཟེར་ན། ,114.24900706160152,113.12419441615425,,121,46,མོ་རང་ཀུན་དགའ་ག་པར་ཡོད་རེད་ཟེར་ན། ,བསོད་ནམས་ལགས་,114.005,<0> མོ་རང་ ཀུན་དགའ་ ག་པ ར་ ཡོད་ རེད་ ཟེར་ པ་ །, mo rang  kun dga'  ga pa ra  yod  red  zer  na /,535,544,N,inter,i,1,none,p,R,<0> མོ་རང་ ཀུན་དགའ་ ག་པ ར་ ཡོད་ རེད་ ཟེར་ པ་ །,1A5A64216C4A6,2F3ED3BF86736,ཡོད་ རེད་,ཡོད,རེད,Q,Ind,Neutral,NA,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,EXIST,0,0,0,0,1.3862943611198906,1,FALSE,EXIST
20E4478A5493A,virginia-neighbour-2565,1CFDABEA77BC3,,376B0A562201F,N/A,A,5,2,N/A,,,,,mi sa ,མི ས་,2,3,546,547,65,nang gi mi,NA,2,person,refexpr,122,122,350C028DD5B66,,མི ས,མི,ས,,,FALSE,3,7A480F293576,virginia-neighbour-2565,114.24900706160152,115.66741647057303,NA,NA,114.005,ཕལ་ཆེར་མིས་ནང་མིག་བསྟན་གྱི་རེད་པ། ,115.66741647057303,114.24900706160152,,122,47,ཕལ་ཆེར་མིས་ནང་མིག་བསྟན་གྱི་རེད་པ། ,བསོད་ནམས་ལགས་,115.483,ཕལ་ཆེར་ མི ས་ <0> <0> ནང་ མིག་ བསྟན་ གྱི་ རེད་ པ །,phal cher  mi sa    nang  mig  bstan  gyi  red  pa /,545,556,N,nonPron,na,1,agent,l,R,ཕལ་ཆེར་ མི ས་ <0> <0> ནང་ མིག་ བསྟན་ གྱི་ རེད་ པ །,10C0D1BB723C1,4661D10E689B,བསྟན་ གྱི་ རེད་ པ,NA,NA,Ind,Ind,Fut,NA,552,0,0,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,A,NA,1,0,0,1.0986122886681098,0,FALSE,Base
296DB2FBB2DDE,virginia-neighbour-2565,1B56CA0F92AC5,30F7E181C9E2C,1C18FAADC8D22,24,P,3,1,4,,,,,nang ,ནང་,6,6,550,550,63,'gro sa'i nang,NA,2,location,refexpr,122,122,15F67FE11308B,,ནང,ནང,NA,,,FALSE,3,7A480F293576,virginia-neighbour-2565,114.24900706160152,115.66741647057303,NA,NA,114.005,ཕལ་ཆེར་མིས་ནང་མིག་བསྟན་གྱི་རེད་པ། ,115.66741647057303,114.24900706160152,,122,47,ཕལ་ཆེར་མིས་ནང་མིག་བསྟན་གྱི་རེད་པ། ,བསོད་ནམས་ལགས་,115.483,ཕལ་ཆེར་ མི ས་ <0> <0> ནང་ མིག་ བསྟན་ གྱི་ རེད་ པ །,phal cher  mi sa    nang  mig  bstan  gyi  red  pa /,545,556,N,nonPron,na,2,theme,l,R,ཕལ་ཆེར་ མི ས་ <0> <0> ནང་ མིག་ བསྟན་ གྱི་ རེད་ པ །,10C0D1BB723C1,4661D10E689B,བསྟན་ གྱི་ རེད་ པ,NA,NA,Ind,Ind,Fut,NA,552,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,P,NA,0,0,0,0.6931471805599453,0,FALSE,P
F7162CA5B539,virginia-neighbour-2565,1CFDABEA77BC3,214F6E9CFF8AF,1DF8297B61BB4,20,COPLOC,19,3,2,,,,,kun dga'  khong tsho r,ཀུན་དགའ་ ཁོང་ཚོ་ ར་,4,6,566,568,65,nang gi mi,NA,2,person,refexpr,124,124,9695EB8BDB2D,,ཀུན་དགའ་ ཁོང་ཚོ་ ར,ཀུན་དགའ་ཁོང་ཚོ,ར,,,FALSE,3,18F3A5717CDC9,virginia-neighbour-2565,115.92732201360216,116.81725724823012,NA,NA,115.8,ཡིན་ནའི་ཀུན་དགའ་ཁོང་ཚོར་གྲོང་པ་གཅིག་ཡོད་རེད། ,116.81725724823012,115.92732201360216,,124,49,ཡིན་ནའི་ཀུན་དགའ་ཁོང་ཚོར་,བསོད་ནམས་ལགས་,117.13,ཡིན་ ན འི་ ཀུན་དགའ་ ཁོང་ཚོ་ ར་,yin  na 'i  kun dga'  khong tsho r,563,568,N,nonPron,na,2,possessor,l,R,ཡིན་ ན འི་ ཀུན་དགའ་ ཁོང་ཚོ་ ར་,28356ED870C1D,3559109AF8C9B,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,571,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0.6931471805599453,0,0,COPLOC,0,1,0,0,1.6094379124341003,0,FALSE,Base
18647368105A0,virginia-neighbour-2565,732B001E113C,,36AB3936D35A6,N/A,EXIST,13,2,N/A,,,,,grong pa  gcig ,གྲོང་པ་ གཅིག་,1,2,569,570,67,grong pa,NA,8,person,refexpr,125,125,1077DDF0C7369,,གྲོང་པ་ གཅིག,གྲོང་པ་གཅིག,NA,,,FALSE,3,2677F672659B,virginia-neighbour-2565,116.81725724823012,117.43381045163092,NA,NA,115.8,ཡིན་ནའི་ཀུན་དགའ་ཁོང་ཚོར་གྲོང་པ་གཅིག་ཡོད་རེད། ,117.43381045163092,116.81725724823012,,125,49,གྲོང་པ་གཅིག་ཡོད་རེད། ,བསོད་ནམས་ལགས་,117.13,གྲོང་པ་ གཅིག་ ཡོད་ རེད །,grong pa  gcig  yod  red /,569,573,N,nonPron,i,1,none,l,R,གྲོང་པ་ གཅིག་ ཡོད་ རེད །,28356ED870C1D,3559109AF8C9B,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,571,0,0,1.0986122886681098,0,0,0,3,0,0,0,0.6931471805599453,0,0,0,0,2,2,1,0,0,0,EXIST,0,1,0,0,1.3862943611198906,0,FALSE,EXIST
7398EC20A9D9,virginia-neighbour-2565,9555AEC2E2B3,AFF68047BDA5,134CACBDC56D6,200,A,4,2,47,,,,,nga sa ,ང ས་,1,2,749,750,2,dbyangs skyid,NA,55,person,refexpr,169,169,326F565EF5A,,ང ས,ང,ས,,,FALSE,1,3418B47FA4C2F,virginia-neighbour-2565,158.42930939430482,159.6535117849361,NA,NA,157.401,ངས་ཁོང་ཚོའི་རྩར་བཞག་མི་ཡོང་། ,159.6535117849361,158.42930939430482,,169,70,ངས་ཁོང་ཚོའི་རྩར་བཞག་མ་ཡོང་། ,དབྱངས་སྐྱིད་ལགས་,159.725,ང ས་ ཁོང་ ཚོ འི་ རྩ ར་ <0> བཞག་ མི་ ཡོང་ །,nga sa  khong  tsho 'i  rtsa ra   bzhag  mi  yong  /,749,760,N,pers,d,2,agent,p,R,ང ས་ ཁོང་ ཚོ འི་ རྩ ར་ <0> བཞག་ མི་ ཡོང་ །,2EF55C85FE578,244D407FF6495,བཞག་ མི་ ཡོང་,བཞག,མི་ ཡོང,Ind,None,Neutral,NA,757,0,0,1.0986122886681098,0,2,14,7,14,1.0986122886681098,14,1.791759469228055,14,0,0,1,1,2,2,0,0,0,A,0,1,1,0,1.0986122886681098,1,FALSE,Base
31F02CB4B591C,virginia-neighbour-2565,1560BBB69A044,,2DF0FB6F49401,N/A,OBL,17,5,N/A,,,,,khong  tsho 'i  rtsa ra ,ཁོང་ ཚོ འི་ རྩ ར་,3,7,751,755,86,bu mo'i nang,NA,2,location,refexpr,169,169,E03EC7D79EDD,,ཁོང་ ཚོ འི་ རྩ ར,ཁོང་ཚོའི་རྩ,ར,,,FALSE,3,3418B47FA4C2F,virginia-neighbour-2565,158.42930939430482,159.6535117849361,NA,NA,157.401,ངས་ཁོང་ཚོའི་རྩར་བཞག་མི་ཡོང་། ,159.6535117849361,158.42930939430482,,169,70,ངས་ཁོང་ཚོའི་རྩར་བཞག་མ་ཡོང་། ,དབྱངས་སྐྱིད་ལགས་,159.725,ང ས་ ཁོང་ ཚོ འི་ རྩ ར་ <0> བཞག་ མི་ ཡོང་ །,nga sa  khong  tsho 'i  rtsa ra   bzhag  mi  yong  /,749,760,N,nonPron,d,2,location/goal,l,R,ང ས་ ཁོང་ ཚོ འི་ རྩ ར་ <0> བཞག་ མི་ ཡོང་ །,2EF55C85FE578,244D407FF6495,བཞག་ མི་ ཡོང་,བཞག,མི་ ཡོང,Ind,None,Neutral,NA,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,E,0,0,0,0,1.791759469228055,0,FALSE,E
398A73FC5036,virginia-neighbour-2565,1DB9175E23B35,21CB0B2115D5F,225D63A0B97CD,544,COPLOC,18,5,124,,,,,khong  tsho 'i  nang  la ,ཁོང་ ཚོ འི་ ནང་ ལ་,2,6,783,787,24,kun dga'i nang,NA,2,location,refexpr,176,176,2BBF864A670B0,,ཁོང་ ཚོ འི་ ནང་ ལ,ཁོང་ཚོའི་ནང,ལ,,,FALSE,3,32FB98B3E7168,virginia-neighbour-2565,163.14081595466,164.74056114417428,NA,NA,163.046,གལ་སྲིད་ཁོང་ཚོའི་ནང་ལ་མི་བསྡད་མཁན་ཡོད་ན་ཡག་ཤོས་རེད་པ། ,164.74056114417428,163.14081595466,,176,72,གལ་སྲིད་ཁོང་ཚོའི་ནང་ལ་མི་བསྡད་མཁན་ཡོད་ན་,དབྱངས་སྐྱིད་ལགས་,165.288,གལ་སྲིད་ ཁོང་ ཚོ འི་ ནང་ ལ་ མི་ བསྡད་ མཁན་ ཡོད་ ན་,gal srid  khong  tsho 'i  nang  la  mi  bsdad  mkhan  yod  na ,782,792,N,nonPron,d,2,location/goal,l,R,གལ་སྲིད་ ཁོང་ ཚོ འི་ ནང་ ལ་ མི་ བསྡད་ མཁན་ ཡོད་ ན་,34FDECAFCC7E,ED7DA10C9AD4,ཡོད་ ན་,ཡོད,ན,Ind,Ego?,Neutral,Cond,791,0,0,0,0,1,0,0,0,0.6931471805599453,0,0,0,0,0,0,1,2,2,0,0,0,COPLOC,NA,0,0,0,1.791759469228055,0,FALSE,Base
38A47FA190301,virginia-neighbour-2565,1F9B724621F14,10AC16684ADE9,17FB95F6A90FD,0,EXIST,14,3,0,,,,,mi  bsdad  mkhan ,མི་ བསྡད་ མཁན་,7,9,788,790,88,mi sdod mkhan,NA,4,person,refexpr,176,176,287AF9BA339BE,,མི་ བསྡད་ མཁན,མི་བསྡད་མཁན,NA,,,FALSE,3,32FB98B3E7168,virginia-neighbour-2565,163.14081595466,164.74056114417428,NA,NA,163.046,གལ་སྲིད་ཁོང་ཚོའི་ནང་ལ་མི་བསྡད་མཁན་ཡོད་ན་ཡག་ཤོས་རེད་པ། ,164.74056114417428,163.14081595466,,176,72,གལ་སྲིད་ཁོང་ཚོའི་ནང་ལ་མི་བསྡད་མཁན་ཡོད་ན་,དབྱངས་སྐྱིད་ལགས་,165.288,གལ་སྲིད་ ཁོང་ ཚོ འི་ ནང་ ལ་ མི་ བསྡད་ མཁན་ ཡོད་ ན་,gal srid  khong  tsho 'i  nang  la  mi  bsdad  mkhan  yod  na ,782,792,N,nonPron,na,1,none,l,R,གལ་སྲིད་ ཁོང་ ཚོ འི་ ནང་ ལ་ མི་ བསྡད་ མཁན་ ཡོད་ ན་,34FDECAFCC7E,ED7DA10C9AD4,ཡོད་ ན་,ཡོད,ན,Ind,Ego?,Neutral,Cond,791,0,0,1.0986122886681098,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,EXIST,NA,1,0,0,1.3862943611198906,0,TRUE,EXIST
2B895D4F729C6,virginia-neighbour-2565,387A575519AD8,,1DE64E6CDE335,N/A,R,24,4,N/A,,,,,grong pa  gzhan dag  gcig  la ,གྲོང་པ་ གཞན་དག་ གཅིག་ ལ་,1,4,831,834,91,grong pa gzhan dag,NA,2,person,refexpr,185,185,1A3D432B6AA24,|infomember-Kpi8qnzVd53oH,གྲོང་པ་ གཞན་དག་ གཅིག་ ལ,གྲོང་པ་གཞན་དག་གཅིག,ལ,,,FALSE,3,362869BC1EEB4,virginia-neighbour-2565,172.1780662419428,173.16161539974883,NA,NA,170.866,##འོ་ན་མིན་ནའང་གྲོང་པ་གཞན་དག་གཅིག་ལ་ཡ་ལན་བཞག་ན་འགྲིག་གི་རེད་པ། ,173.16161539974883,172.1780662419428,,185,75,གྲོང་པ་གཞན་དག་གཅིག་ལ་,བསོད་ནམས་ལགས་,174.013,གྲོང་པ་ གཞན་དག་ གཅིག་ ལ་,grong pa  gzhan dag  gcig  la ,831,834,N,nonPron,i,1,NA,l,R,གྲོང་པ་ གཞན་དག་ གཅིག་ ལ་,2FD7A8F4BDD7B,2A8C74881514B,བཞག་ ན་,བཞག,ན,Ind,None,Neutral,Cond,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,R,0,1,0,0,1.9459101490553132,0,FALSE,R
F3B7B40ADBA6,virginia-neighbour-2565,10A346E9E4D9,,B550592B58EC,N/A,P,5,1,N/A,,,,,ya lan ,ཡ་ལན་,2,2,836,836,92,ya lan,NA,1,abstract,refexpr,186,186,B5D6FD05E36B,,ཡ་ལན,ཡ་ལན,NA,,,FALSE,3,130DC068EB647,virginia-neighbour-2565,173.16161539974883,174.22157212338135,NA,NA,170.866,##འོ་ན་མིན་ནའང་གྲོང་པ་གཞན་དག་གཅིག་ལ་ཡ་ལན་བཞག་ན་འགྲིག་གི་རེད་པ། ,174.22157212338135,173.16161539974883,,186,75,ཡ་ལན་བཞག་ན་འགྲིག་གི་རེད་པ། ,བསོད་ནམས་ལགས་,174.013,<0> ཡ་ལན་ བཞག་ ན་ འགྲིག་ གི་ རེད་ པ །, ya lan  bzhag  na  'grig  gi  red  pa /,835,843,N,nonPron,na,1,theme,l,R,<0> ཡ་ལན་ བཞག་ ན་ འགྲིག་ གི་ རེད་ པ །,2FD7A8F4BDD7B,2A8C74881514B,བཞག་ ན་,བཞག,ན,Ind,None,Neutral,Cond,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,P,0,0,0,0,1.0986122886681098,0,FALSE,P
109B24D183A69,virginia-neighbour-2565,9555AEC2E2B3,F735A704727E,18D5EB6271E09,25,S,3,1,4,,NA,,NA,rang ,རང་,4,4,899,899,2,dbyangs skyid,NA,55,person,refexpr,197,197,25089B91F73B0,,རང,རང,NA,,,FALSE,2,2559EC1F2F9A6,virginia-neighbour-2565,181.60986177189866,182.63011052514523,NA,NA,180.541,དེ་བྱས་ཨ་ནི་རང་ལྷ་སར་ག་ཚོད་བསྡད་མཁན་ཡིན་པ། ,182.63011052514523,181.60986177189866,,197,79,དེ་བྱས་ཨ་ནི་རང་ལྷ་སར་,བསོད་ནམས་ལགས་,183.351,དེ་ བྱས་ ཨ་ནི་ རང་ ལྷ་ས ར་,de  byas  a ni  rang  lha sa ra ,896,901,N,pers,d,2,theme,p,R,དེ་ བྱས་ ཨ་ནི་ རང་ ལྷ་ས ར་,EF969057C771,CC4BCE51BD35,བསྡད་ མཁན་ ཡིན་ པ,NA,NA,Ind,Ego,Cont,NA,903,0,1.0986122886681098,0,1.0986122886681098,5,21,4,21,1.791759469228055,19,1.6094379124341003,19,3,1,1,1,2,2,0,0,0,S,1,1,0,1,0.6931471805599453,1,FALSE,Base
1B4ED9300825A,virginia-neighbour-2565,252926C655CA9,1F8A80755A0B2,93F041E48592,758,OBL,7,2,168,,NA,,NA,lha sa ra ,ལྷ་ས ར་,5,6,900,901,4,lha sa ,NA,7,location,refexpr,197,197,25BAF8F45B72A,,ལྷ་ས ར,ལྷ་ས,ར,,,FALSE,3,2559EC1F2F9A6,virginia-neighbour-2565,181.60986177189866,182.63011052514523,NA,NA,180.541,དེ་བྱས་ཨ་ནི་རང་ལྷ་སར་ག་ཚོད་བསྡད་མཁན་ཡིན་པ། ,182.63011052514523,181.60986177189866,,197,79,དེ་བྱས་ཨ་ནི་རང་ལྷ་སར་,བསོད་ནམས་ལགས་,183.351,དེ་ བྱས་ ཨ་ནི་ རང་ ལྷ་ས ར་,de  byas  a ni  rang  lha sa ra ,896,901,N,nonPron,na,2,location/goal,l,R,དེ་ བྱས་ ཨ་ནི་ རང་ ལྷ་ས ར་,EF969057C771,CC4BCE51BD35,བསྡད་ མཁན་ ཡིན་ པ,NA,NA,Ind,Ego,Cont,NA,903,0,0,0,0,3,0,1,0,1.3862943611198906,0,0.6931471805599453,0,0,0,0,2,2,1,0,0,0,E,1,0,0,0,1.3862943611198906,0,FALSE,E
19642333E29E3,virginia-neighbour-2565,9555AEC2E2B3,214408980F921,D4CE083B3317,20,S,2,1,3,,,,,nga ,ང་,1,1,949,949,2,dbyangs skyid,NA,55,person,refexpr,208,208,EA64A36E4933,,ང,ང,NA,,,FALSE,1,1DA339806AA94,virginia-neighbour-2565,192.43744706627842,193.78919552846787,NA,NA,191.911,ཨམ། ང་ད་རེས་ཕ་གིར་འགྲོ་ཡ་དེ་ཏོག་ཙམ་ལས་ཀ་དང་བྱས་འགྲོ་མཁན་ཡིན་པ། ,193.78919552846787,192.43744706627842,,208,83,ང་ད་རེས་ཕ་གིར་འགྲོ་ཡས་དེ་,དབྱངས་སྐྱིད་ལགས་,196.041,ང་ ད་རེས་ ཕ་གི ར་ འགྲོ་ ཡ་ དེ་,nga  da res  pha gi ra  'gro  ya  de ,949,955,N,pers,d,2,agent,p,R,ང་ ད་རེས་ ཕ་གི ར་ འགྲོ་ ཡ་ དེ་,2D54EAD668C86,308189E39BBE4,འགྲོ་ ཡ་ དེ་,འགྲོ,ཡ་ དེ,Ind,None,Neutral,NA,953,0,1.3862943611198906,0.6931471805599453,1.3862943611198906,6,24,3,24,1.9459101490553132,21,1.0986122886681098,21,0,0,1,1,2,2,0,0,0,S,1,1,1,0,0.6931471805599453,1,FALSE,Base
