id,name,unitLastWord,unitSeqLast,word,docTokenSeqFirst,docTokenSeqLast,local,identifiable,topic,interrog,argType,animate,self,addressee,length,pronom,haveBridges,remarks
hqCJteAewzg,rgan dbang 'dus lags (ka),སྔས་ ལ་ རྒན་ ལགས་ ཀྱིས་ མར་,36,རྒན་ ལགས་ ཀྱིས་,147,149,TRUE,i,FALSE,FALSE,A,TRUE,FALSE,TRUE,3,FALSE,TRUE,NA
JQWTvUi2PpR,'khrab gzhung,ཨ་ལེ་ འཁྲབ་གཞུང་ གི་ སྐོར་ ལ་,37,འཁྲབ་གཞུང་ གི་ སྐོར་ ལ་,152,155,FALSE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
yBYnmc64ENfk1,'khrab gzhung,ཐུང་འདྲས་ #,43,གཏམ་བརྗོད་ ཟློས་གར་ ཐུང་འདྲས་,169,171,FALSE,i,TRUE,FALSE,P,FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
LpAX50u3UIR9E,nyi ma dgra 'dul (the writer),ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས་ བརྩམས་ གནང་ བཞག,46,ང་ རྣམ་ ཚོ འི་ ཚོགས་པ འི་ / ### ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས་,173,184,FALSE,i,FALSE,FALSE,A,TRUE,FALSE,FALSE,14,FALSE,FALSE,NA
0H0i67Cb8t1,'khrab gzhung gi ming,མིང་ ལ་ ཡ་,47,མིང་ ལ་ ཡ་,188,190,FALSE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,3,FALSE,FALSE,NA
sys6RGTfUsx,'khrab gzhung gi ming,འདི་ ཟེར་ གྱིས་,48,འདི་,191,191,FALSE,i,FALSE,FALSE,PRED,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
J23FkCqfstf,dus tshod (of the script),དུས་ཚོད་ དེ་ ལྟ་,52,དུས་ཚོད་ དེ་,205,206,FALSE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,3,FALSE,TRUE,NA
6Bqixe4WKH3MG,dus tshod (of the script),དུས་ཚོད་ དེ་,55,དེང་ ང་རང་ ཚོ་ དེང་སེང་ གི་ དུས་ཚོད་ དེ་,208,214,FALSE,i,FALSE,FALSE,PRED,FALSE,FALSE,FALSE,9,FALSE,FALSE,NA
IG7dBsgpVL2WX,sa gnas dang yul ljong (khrom gyi dkyil),ཡུལ་ལྗོངས་ དེ་ ག་པ ར་ རེད་ ཟེར་ ན་,62,ས་གནས་ དང་ ཡུལ་ ་་ ཡུལ་ལྗོངས་ དེ་,236,241,FALSE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,8,FALSE,TRUE,NA
SkYvF6FgnA2,sa gnas dang yul ljong (khrom gyi dkyil),ཡུལ་ལྗོངས་ དེ་ ག་པ ར་ རེད་ ཟེར་ ན་,62,ག་པ ར་,242,243,FALSE,n,FALSE,TRUE,PRED,FALSE,FALSE,FALSE,4,TRUE,TRUE,NA
wHOBj8r3vS0,'khrab gzhung gi nang don,ལྟ་ དེ འི་ ནང་དོན་ གཙོ་བོ་ དེ་,88,དེ འི་ ནང་དོན་ གཙོ་བོ་ དེ་,318,322,FALSE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,7,FALSE,FALSE,NA
9MUK9gYCeP3,'khrab gzhung gi nang don,འདི་ རེད་ ཤག,89,འདི་,323,323,FALSE,i,FALSE,FALSE,PRED,FALSE,FALSE,FALSE,1,TRUE,TRUE,NA
jkeUltcturx,nang don rdog rdog,ནང་དོན་ རྡོག་རྡོག་ དེ་,93,ནང་དོན་ རྡོག་རྡོག་ དེ་,344,346,FALSE,i,TRUE,FALSE,P,FALSE,FALSE,FALSE,5,FALSE,TRUE,NA
aPyb0Ipl5Mj,rgan dbang 'dus lags (ka),མར་ ཨ་ལེ ར་ ང ས་ གསལ་བཤད་ ཞུས་ ཀྱི་ ཡིན །,94,ང ས་,350,351,TRUE,i,FALSE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
fakuD6jpmZA,pa sangs,མི་ བཟང་པོ་ པ་སངས་ ཀྱིས་,96,མི་ བཟང་པོ་ པ་སངས་ ཀྱིས་,362,365,FALSE,i,FALSE,FALSE,S,TRUE,FALSE,FALSE,6,FALSE,TRUE,NA
SEwf53i4DQH,yar (on the stage),དང་པོ་ ཡར་ ཡོང་ དུས་ གམ་ ལ །,98,ཡར་,369,369,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
ZXGOMmi6gcG,sba khug,ལྟ་ <0> སྦ་ཁུག་ སུ འི་ རེད །,105,སྦ་ཁུག་,397,397,TRUE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
OiwfR3GPq9e,sba khug brlag pa'i bu mo,ལྟ་ <0> སྦ་ཁུག་ སུ འི་ རེད །,105,སུ འི་,398,399,FALSE,n,FALSE,TRUE,PRED,TRUE,FALSE,FALSE,2,TRUE,FALSE,NA
BSsp2mtjesm,rkang 'khor,འ་ <0> ཏང་གྷི་རི་ སུ འི་ རེད །,123,ཏང་གྷི་རི་,468,468,TRUE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,3,FALSE,FALSE,NA
BOKIivGRnNR,rkang ga ril brlag mkhan,འ་ <0> ཏང་གྷི་རི་ སུ འི་ རེད །,123,སུ འི་,469,470,FALSE,n,FALSE,TRUE,PRED,TRUE,FALSE,FALSE,2,TRUE,FALSE,NA
kMMlUn6ouFg,rkang 'khor,འདུག་ཟེ་ འདི་ སུ་ རེད ཞེས་,126,འདི་,483,483,TRUE,i,TRUE,FALSE,COPS,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
SCN4st567Ab,rkang ga ril brlag mkhan,འདུག་ཟེ་ འདི་ སུ་ རེད ཞེས་,126,སུ་,484,484,FALSE,n,FALSE,TRUE,PRED,TRUE,FALSE,FALSE,1,TRUE,FALSE,NA
uaKSFpMy9Rd,rkang ga ril brlag mkhan,རྐང་ག་རིལ་ བདག་པོ་ དེ་ ཡར་ ཡོང་ བྱས །,132,རྐང་ག་རིལ་ བདག་པོ་ དེ་,500,502,FALSE,i,FALSE,FALSE,S,TRUE,FALSE,FALSE,6,FALSE,FALSE,would be prime for a bridge under a less rigid def
P7c0dXM1XZj,yar (on the stage),རྐང་ག་རིལ་ བདག་པོ་ དེ་ ཡར་ ཡོང་ བྱས །,132,ཡར་,503,503,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
dTBhD92DEVz,rkang 'khor,ང འི་ རྐང་ག་རིལ་,134,ང འི་ རྐང་ག་རིལ་,508,510,TRUE,i,TRUE,FALSE,P,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
JzwMIBs5jqU,pa sangs,_euh_ ཨ་ནི་ ཁྱོད་རང་ རིལ་ བཞག་ ཞེས །,135,ཁྱོད་རང་,513,513,TRUE,i,FALSE,FALSE,A,TRUE,FALSE,TRUE,2,TRUE,FALSE,NA
a36D6rKKAQC,rkang 'khor,ང འི་ རྐང་ག་རིལ་ ད་གིན་ དེ ར་ བཞག་ ཡོད་ ཟེར །,137,ང འི་ རྐང་ག་རིལ་,524,526,TRUE,i,TRUE,FALSE,S,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
6BDycZLgvs5,where the bike is,ང འི་ རྐང་ག་རིལ་ ད་གིན་ དེ ར་ བཞག་ ཡོད་ ཟེར །,137,དེ ར་,528,529,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
E2t4d8s08Kx,pa sangs,<0> ང ས་ རྐང་ག་རིལ་ རིལ་ རྒྱུ་མ་ བྱུང་ ཞེས་ ཟེར་ གྱིས །,140,ང ས་,539,540,TRUE,i,TRUE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
66O81FWFEKZ,rkang 'khor,<0> ང ས་ རྐང་ག་རིལ་ རིལ་ རྒྱུ་མ་ བྱུང་ ཞེས་ ཟེར་ གྱིས །,140,རྐང་ག་རིལ་,541,541,TRUE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,3,FALSE,FALSE,NA
E1Hkgs4yDGq,rkang 'khor,རྐང་ག་རིལ་ དེ་ ཁྱོད་ ཀྱིས་ རིལ་ ཐག་གཅོད་ རིལ་པ་ རེད །,147,རྐང་ག་རིལ་ དེ་,594,595,TRUE,i,TRUE,FALSE,P,FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
H5ucboPMLEf,pa sangs,རྐང་ག་རིལ་ དེ་ ཁྱོད་ ཀྱིས་ རིལ་ ཐག་གཅོད་ རིལ་པ་ རེད །,147,ཁྱོད་ ཀྱིས་,596,597,TRUE,i,FALSE,FALSE,A,TRUE,FALSE,TRUE,2,TRUE,FALSE,NA
FsQIcbFwcSW,pa sangs,རང་ རྐུན་པ་ ཡིན་པ་ ཐག་གཅོད་ སོང་ ཟེར །,149,རང་,613,613,TRUE,i,TRUE,FALSE,COPS,TRUE,FALSE,TRUE,1,TRUE,FALSE,NA
aXTQu1S3pvh,rkun ma (general),རང་ རྐུན་པ་ ཡིན་པ་ ཐག་གཅོད་ སོང་ ཟེར །,149,རྐུན་པ་,614,614,FALSE,n,FALSE,FALSE,PRED,TRUE,FALSE,FALSE,2,FALSE,FALSE,NA
G9Yqp3Dql3b,pa sangs,ཨ་ནི་ ང་ སྤྱི་བདེ་ ལས་ཁུངས་ ལ་ འགྲོ་ དགོས་ ཡ་ མེད །,157,ང་,663,663,TRUE,i,TRUE,FALSE,S,TRUE,TRUE,FALSE,1,TRUE,FALSE,NA
j1SXY2KiKFs,spyi bde las khungs,ཨ་ནི་ ང་ སྤྱི་བདེ་ ལས་ཁུངས་ ལ་ འགྲོ་ དགོས་ ཡ་ མེད །,157,སྤྱི་བདེ་ ལས་ཁུངས་ ལ་,664,666,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
BZL9jJMGVj1,pa sangs,དེ་ མིན་ ན་ <0> ཁྱོད་རང་ སྒོ་ལྕགས་ རིན་པ་ ཁྱེར་ ཤོག,163,ཁྱོད་རང་,697,697,TRUE,i,FALSE,FALSE,A,TRUE,FALSE,TRUE,2,TRUE,FALSE,NA
zCApzvFjNOI,sgo lcags rin pa,དེ་ མིན་ ན་ <0> ཁྱོད་རང་ སྒོ་ལྕགས་ རིན་པ་ ཁྱེར་ ཤོག,163,སྒོ་ལྕགས་ རིན་པ་,698,699,FALSE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
F98SPxvlFNz,pa sangs,མོ་རང་ ལ་ དངུལ་ མི་ འདུག་ ག,174,མོ་རང་ ལ་,747,748,FALSE,i,TRUE,FALSE,COPLOC,TRUE,FALSE,FALSE,3,TRUE,FALSE,NA
qdOM6gcM8fk,dngul (on pa sang),མོ་རང་ ལ་ དངུལ་ མི་ འདུག་ ག,174,དངུལ་,749,749,FALSE,n,FALSE,FALSE,EXIST,FALSE,FALSE,FALSE,1,FALSE,FALSE,not considered local since it doesn’t exist
KN1UpiNnYCd,pa sangs,འོ་ ལྟ་ ང་ ལ་ དངུལ་ མེད་ ཟེར་ །,176,ང་ ལ་,757,758,TRUE,i,TRUE,FALSE,COPLOC,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
NlvTAE4JiZX,dngul (on pa sang),འོ་ ལྟ་ ང་ ལ་ དངུལ་ མེད་ ཟེར་ །,176,དངུལ་,759,759,FALSE,n,FALSE,FALSE,EXIST,FALSE,FALSE,FALSE,1,FALSE,FALSE,NA
dZu4FF22oy5,pa sangs,ལྟ་ ང ས་ འདི་ ནས་ སྔ་རྟིང་ ཞིག་ བཏང་ ཟེར་ གྱིས །,179,ང ས་,770,771,TRUE,i,FALSE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
PUPSaYkdTEv,sba khug,ལྟ་ ང ས་ འདི་ ནས་ སྔ་རྟིང་ ཞིག་ བཏང་ ཟེར་ གྱིས །,179,འདི་ ནས་,772,773,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
jM3QZX5hRDd,sgor mo bcu,ལྟ་ ང ས་ འདི་ ནས་ སྔ་རྟིང་ ཞིག་ བཏང་ ཟེར་ གྱིས །,179,སྔ་རྟིང་ ཞིག་,774,775,FALSE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,3,FALSE,FALSE,not considered local since it didn't exist prior
ItlziHEUQhc,sba khug,དངུལ་ འདི་ ནས་ སྒོར་མོ་ བཅུ་ ཙམ་ ### ཁོ་ ལ་ སྤྲད་ གྱི་ ཡོད་ ད །,182,འདི་ ནས་,791,792,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
fMvwPhibnXv,sgor mo bcu,དངུལ་ འདི་ ནས་ སྒོར་མོ་ བཅུ་ ཙམ་ ### ཁོ་ ལ་ སྤྲད་ གྱི་ ཡོད་ ད །,182,སྒོར་མོ་ བཅུ་ ཙམ་,793,795,TRUE,n,FALSE,FALSE,T,FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
pAyWn7MWp0A,rkang ga ril brlag mkhan,དངུལ་ འདི་ ནས་ སྒོར་མོ་ བཅུ་ ཙམ་ ### ཁོ་ ལ་ སྤྲད་ གྱི་ ཡོད་ ད །,182,ཁོ་ ལ་,797,798,FALSE,i,FALSE,FALSE,R,TRUE,FALSE,FALSE,2,TRUE,FALSE,NA
Q0JPYHLViwH,rkang ga ril brlag mkhan,ཨ་ནི་ ཁོ ས་ དངུལ་ དེ་ རག་ ཙང་,189,ཁོ ས་,827,828,FALSE,i,FALSE,FALSE,A,TRUE,FALSE,FALSE,2,TRUE,FALSE,NA
4zztjQLHoZn,sgor mo bcu,ཨ་ནི་ ཁོ ས་ དངུལ་ དེ་ རག་ ཙང་,189,དངུལ་ དེ་,829,830,FALSE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
mJ3dVHaHFRO,sba khug brlag pa'i bu mo,དེ་ནས་ ## #སྦ་ཁུག་ #རླགས་ #མཁན་ ང འི་ སྦ་ཁུག་ མི་ འདུག་ ཞེས་,196,#སྦ་ཁུག་ #རླགས་ #མཁན་,870,872,FALSE,i,FALSE,FALSE,A,TRUE,FALSE,FALSE,4,FALSE,FALSE,another prime bridge example
ZBw5FgY9BP1,nga'i sba khug mi 'dug,དེ་ནས་ ## #སྦ་ཁུག་ #རླགས་ #མཁན་ ང འི་ སྦ་ཁུག་ མི་ འདུག་ ཞེས་,196,ང འི་ སྦ་ཁུག་ མི་ འདུག་,873,877,FALSE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,6,FALSE,FALSE,NA
N4ieLgpvM05,sba khug brlag pa'i bu mo,བུ་མོ་ འདི་ ཡར་ ཡོང་,199,བུ་མོ་ འདི་,884,885,FALSE,i,FALSE,FALSE,S,TRUE,FALSE,FALSE,3,FALSE,FALSE,NA
Qxe1TcKuVhk,yar (on the stage),བུ་མོ་ འདི་ ཡར་ ཡོང་,199,ཡར་,886,886,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
2uk8eTcUREo,sba khug brlag pa'i bu mo,བུ་མོ་ འདི་ ཡར་ ཡོང་ དུས་ ག་རེ་,200,བུ་མོ་ འདི་,888,889,FALSE,i,FALSE,FALSE,S,TRUE,FALSE,FALSE,3,FALSE,FALSE,NA
NSpNxEJvtDW,yar (on the stage),བུ་མོ་ འདི་ ཡར་ ཡོང་ དུས་ ག་རེ་,200,ཡར་,890,890,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
NfVJJrH5nRM,pa sangs,ད་ བུ་ པ་སངས་ ཀྱིས་ ཨ་ནི་,213,བུ་ པ་སངས་ ཀྱིས་,952,954,FALSE,i,FALSE,FALSE,A,TRUE,FALSE,FALSE,4,FALSE,FALSE,NA
4AHkgLxW1NH,sba khug,སྦ་ཁུག་ ཚུར་ བཏོན་ བྱས །,215,སྦ་ཁུག་,958,958,FALSE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
aXImTv0cPfE,sba khug brlag pa'i bu mo,སྦ་ཁུག་ ཚུར་ བཏོན་ བྱས །,215,ཚུར་,959,959,FALSE,i,FALSE,FALSE,R,TRUE,FALSE,FALSE,1,TRUE,FALSE,NA
rlD7g52okS6,pa sangs,རང་ གང་ ནས་ <0> བྱུང་ ཟེར་ གྱིས ། འདི །,219,རང་,977,977,FALSE,i,FALSE,FALSE,A,TRUE,FALSE,TRUE,1,TRUE,FALSE,NA
iU1jpn684Os,where sba khug was,རང་ གང་ ནས་ <0> བྱུང་ ཟེར་ གྱིས ། འདི །,219,གང་ ནས་,978,979,FALSE,n,FALSE,TRUE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
tH2X9bRPWPN,sba khug brlag pa'i bu mo,རང་ སྦ་ཁུག་ ཡོད་པ་ བྱས་ ལྟོས་ ཨང་ ཟེར་ གྱིས །,223,རང་,992,992,TRUE,i,FALSE,FALSE,COPLOC,TRUE,FALSE,TRUE,1,TRUE,FALSE,NA
6OsE6qE3weK,sba khug,རང་ སྦ་ཁུག་ ཡོད་པ་ བྱས་ ལྟོས་ ཨང་ ཟེར་ གྱིས །,223,སྦ་ཁུག་,993,993,TRUE,i,FALSE,FALSE,EXIST,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
ifCFehg6fau,pa sangs,_uh_ ང ས་,226,ང ས་,1004,1005,TRUE,i,FALSE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
VLOucL7YmrV,sba khug,རང་ གི་ འདི་ ནས་ ཨ་ནི་,227,རང་ གི་ འདི་ ནས་,1006,1009,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,4,TRUE,FALSE,NA
Q0EkVglpTvp,sgor mo bcu,སྒོར་མོ་ _P_ ༡༠ ཞིག་ བཏོན་པ་ ཡིན ཟེར་ །,228,སྒོར་མོ་ _P_ ༡༠ ཞིག་,1011,1014,TRUE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
4n3wGFV8H0kRl,sba khug,ནང་ ནས་ སྒོར་མོ་ ༡༠ བཏོན་ དགོས་ #འཁེལ་ བྱུང,230,སྦ་ཁུག་ འདི་ ནས་ ནང་ ནས་,1021,1025,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,6,FALSE,FALSE,NA
ZHZXOftLE37,sgor mo bcu,ནང་ ནས་ སྒོར་མོ་ ༡༠ བཏོན་ དགོས་ #འཁེལ་ བྱུང,230,སྒོར་མོ་ ༡༠,1026,1027,TRUE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
7SJFy3aCTLb,pa sangs,འདི་ གང་ ཟེར་ ན་ ང་ ལ་ དངུལ་ མེད་པ་ བྱས །,231,ང་ ལ་,1036,1037,TRUE,i,TRUE,FALSE,COPLOC,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
87Tm8LdvYM8,dngul (on pa sang),འདི་ གང་ ཟེར་ ན་ ང་ ལ་ དངུལ་ མེད་པ་ བྱས །,231,དངུལ་,1038,1038,FALSE,n,FALSE,FALSE,EXIST,FALSE,FALSE,FALSE,1,FALSE,FALSE,NA
WTjRNqbzXdw,pa sangs,ང ས་ གོང་ དེ ར་ ཡ་,232,ང ས་,1042,1043,TRUE,i,FALSE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
eMgXwY94v6j,sgor mo bcu,ང ས་ གོང་ དེ ར་ ཡ་,232,གོང་ དེ ར་ ཡ་,1044,1047,FALSE,i,FALSE,FALSE,T,FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
UKFpfmmPV2S,sgo lcags rin pa,རྐང་ག་རིལ་ གཅིག་ གི་ ཨ་ནི་ སྒོ་ལྕགས་ ཀྱི་ རིན་པ་ གཅིག་,233,རྐང་ག་རིལ་ གཅིག་ གི་ ཨ་ནི་ སྒོ་ལྕགས་ ཀྱི་ རིན་པ་ གཅིག་,1048,1055,FALSE,n,FALSE,FALSE,E,FALSE,FALSE,FALSE,13,FALSE,FALSE,NA
95Z6bIGwIkz,pa sangs,ཨ་ནི་ ང་ རས་,236,ང་ རས་,1066,1067,TRUE,i,FALSE,FALSE,S,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
kB8vouyZkRb,phar (somewhere near the discussion with the wallet girl?),ད་ལྟ་ ཏོག་ཙམ་ རྗེས་ ལ་ ཕར་ ཕྱིན་ བྱས་ ཁྱེད་རང་ གི་ དངུལ་,237,ཕར་,1072,1072,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
UzMHobeMc15,sgor mo bcu,ད་ལྟ་ ཏོག་ཙམ་ རྗེས་ ལ་ ཕར་ ཕྱིན་ བྱས་ ཁྱེད་རང་ གི་ དངུལ་,237,ཁྱེད་རང་ གི་ དངུལ་,1075,1077,FALSE,i,FALSE,FALSE,P,FALSE,FALSE,FALSE,4,TRUE,FALSE,NA
NOTHX4cGUC5,pa sangs,ང ས་ དངུལ་ ནང་ ནས་ ལེན་ བྱས་ ཁྱེད་ རང་ ལ་ <0> སྤྲད་ ཆོག་ ཟེར་ གྱིས །,238,ང ས་,1078,1079,TRUE,i,FALSE,FALSE,A,TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
hnEm7V3DWwH,sgor mo 10 (from pa sangs's house),ང ས་ དངུལ་ ནང་ ནས་ ལེན་ བྱས་ ཁྱེད་ རང་ ལ་ <0> སྤྲད་ ཆོག་ ཟེར་ གྱིས །,238,དངུལ་,1080,1080,FALSE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,1,FALSE,FALSE,NA
LcmshpveTyV,pa sangs kyi nang,ང ས་ དངུལ་ ནང་ ནས་ ལེན་ བྱས་ ཁྱེད་ རང་ ལ་ <0> སྤྲད་ ཆོག་ ཟེར་ གྱིས །,238,ནང་ ནས་,1081,1082,FALSE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,FALSE,FALSE,NA
MGmiRFDOYZ6,pa sangs,པ་སངས །,239,པ་སངས,1094,1094,FALSE,i,TRUE,FALSE,A,TRUE,FALSE,FALSE,1,FALSE,FALSE,NA
M3QgRboRW4o,where sba khug was,ལྟ་ འདི ར་,240,འདི ར་,1097,1098,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
kGSh9g8Lyx8,where sba khug was,ལྟ་ འདི ར་ སྦ་ཁུག་ ཞིག་ ད་ རྙེད་པ་ རེད་ # མི་ འདུག་ ག,241,འདི ར་,1100,1101,TRUE,i,FALSE,FALSE,E,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA
1GFMJa07EEq,sba khug,ལྟ་ འདི ར་ སྦ་ཁུག་ ཞིག་ ད་ རྙེད་པ་ རེད་ # མི་ འདུག་ ག,241,སྦ་ཁུག་ ཞིག་,1102,1103,FALSE,n,FALSE,FALSE,P,FALSE,FALSE,FALSE,3,FALSE,FALSE,NA
pO2LjyYw0ST,pa sangs,ང་རང་ རང་ གིས་ ང་རང་ རང་ གིས་ ས་ཆ་ གྲང་མོ་ ལ་ ལག་པ་ ཚ་པོ་ བརྒྱབ་ བྱས་,249,ང་རང་ རང་ གིས་ ང་རང་ རང་ གིས་,1154,1159,TRUE,i,TRUE,FALSE,A,TRUE,TRUE,FALSE,8,TRUE,FALSE,NA
EnXrLNdT6d5,where sba khug was,ང་རང་ རང་ གིས་ ང་རང་ རང་ གིས་ ས་ཆ་ གྲང་མོ་ ལ་ ལག་པ་ ཚ་པོ་ བརྒྱབ་ བྱས་,249,ས་ཆ་ གྲང་མོ་ ལ་,1160,1162,FALSE,n,FALSE,FALSE,E,FALSE,FALSE,FALSE,5,FALSE,FALSE,NA
